rgn_id,value
1,0.1142322770319879
2,0.096277134725824
3,0.1473135647363961
4,0.11544371168129147
5,0.1966377357952297
6,0.035295045422390106
7,0.06100571160204709
8,0.08676389306783677
9,0.11280178432352841
10,0.03715424635447562
11,0.12275468427687884
12,0.05830976865254343
14,0.0895331358537078
15,0.0029893251135945324
16,0.043746831174939875
17,0.05253639020957053
